-2.999999999999999556e+00 -5.980186300583775427e+00
-2.999569897000433194e+00 -5.978508643115631571e+00
-2.999139794000866832e+00 -5.976831025768021277e+00
-2.998709691001300470e+00 -5.975153448589514582e+00
-2.998279588001734108e+00 -5.973475911628678858e+00
-2.997849485002167746e+00 -5.971798414934084143e+00
-2.997419382002600940e+00 -5.970120958554301360e+00
-2.996989279003035023e+00 -5.968443542537899660e+00
-2.996559176003468661e+00 -5.966766166933447302e+00
-2.996129073003901855e+00 -5.965088831789513435e+00
-2.995698970004335493e+00 -5.963411537154669873e+00
-2.995268867004769575e+00 -5.961734283077483987e+00
-2.994838764005202769e+00 -5.960057069606525815e+00
-2.994408661005636407e+00 -5.958379896790365393e+00
-2.993978558006070045e+00 -5.956702764677570983e+00
-2.993548455006504128e+00 -5.955025673316713508e+00
-2.993118352006937322e+00 -5.953348622756360342e+00
-2.992688249007370960e+00 -5.951671613045082410e+00
-2.992258146007804598e+00 -5.949994644231448859e+00
-2.991828043008238236e+00 -5.948317716364028840e+00
-2.991397940008671874e+00 -5.946640829491392388e+00
-2.990967837009105512e+00 -5.944963983662107765e+00
-2.990537734009538706e+00 -5.943287178924745895e+00
-2.990107631009972788e+00 -5.941610415327875927e+00
-2.989677528010406427e+00 -5.939933692920067010e+00
-2.989247425010839621e+00 -5.938257011749887404e+00
-2.988817322011273259e+00 -5.936580371865908035e+00
-2.988387219011706897e+00 -5.934903773316699827e+00
-2.987957116012140535e+00 -5.933227216150827488e+00
-2.987527013012574173e+00 -5.931550700416864608e+00
-2.987096910013007367e+00 -5.929874226163379447e+00
-2.986666807013441449e+00 -5.928197793438942043e+00
-2.986236704013875087e+00 -5.926521402292118879e+00
-2.985806601014308725e+00 -5.924845052771481768e+00
-2.985376498014741919e+00 -5.923168744925600748e+00
-2.984946395015176002e+00 -5.921492478803046744e+00
-2.984516292015609640e+00 -5.919816254452384463e+00
-2.984086189016042834e+00 -5.918140071922186607e+00
-2.983656086016476472e+00 -5.916463931261020548e+00
-2.983225983016910554e+00 -5.914787832517458988e+00
-2.982795880017343748e+00 -5.913111775740068410e+00
-2.982365777017777386e+00 -5.911435760977418852e+00
-2.981935674018211024e+00 -5.909759788278080350e+00
-2.981505571018644662e+00 -5.908083857690623830e+00
-2.981075468019078301e+00 -5.906407969263614000e+00
-2.980645365019511939e+00 -5.904732123045625336e+00
-2.980215262019945133e+00 -5.903056319085224324e+00
-2.979785159020379215e+00 -5.901380557430983664e+00
-2.979355056020812853e+00 -5.899704838131467177e+00
-2.978924953021246047e+00 -5.898029161235248452e+00
-2.978494850021679685e+00 -5.896353526790896638e+00
-2.978064747022113767e+00 -5.894677934846981771e+00
-2.977634644022546961e+00 -5.893002385452069447e+00
-2.977204541022980600e+00 -5.891326878654734145e+00
-2.976774438023414238e+00 -5.889651414503540572e+00
-2.976344335023847876e+00 -5.887975993047064094e+00
-2.975914232024281514e+00 -5.886300614333868531e+00
-2.975484129024715152e+00 -5.884625278412524807e+00
-2.975054026025148346e+00 -5.882949985331602072e+00
-2.974623923025582428e+00 -5.881274735139673915e+00
-2.974193820026015622e+00 -5.879599527885303267e+00
-2.973763717026449704e+00 -5.877924363617063719e+00
-2.973333614026882898e+00 -5.876249242383523530e+00
-2.972903511027316981e+00 -5.874574164233254514e+00
-2.972473408027750175e+00 -5.872899129214822267e+00
-2.972043305028183813e+00 -5.871224137376797714e+00
-2.971613202028617451e+00 -5.869549188767750891e+00
-2.971183099029051089e+00 -5.867874283436250060e+00
-2.970752996029484727e+00 -5.866199421430866145e+00
-2.970322893029918365e+00 -5.864524602800168296e+00
-2.969892790030351559e+00 -5.862849827592723884e+00
-2.969462687030785641e+00 -5.861175095857107387e+00
