-6.907755278982136815e+00 -1.376988782905140951e+01
-6.906764930226882981e+00 -1.376602487997411117e+01
-6.905774581471629148e+00 -1.376216202327775484e+01
-6.904784232716376202e+00 -1.375829925907417994e+01
-6.903793883961122368e+00 -1.375443658747521347e+01
-6.902803535205868535e+00 -1.375057400859269308e+01
-6.901813186450614701e+00 -1.374671152253845641e+01
-6.900822837695361756e+00 -1.374284912942434289e+01
-6.899832488940107922e+00 -1.373898682936217774e+01
-6.898842140184853200e+00 -1.373512462246380039e+01
-6.897851791429600254e+00 -1.373126250884105026e+01
-6.896861442674346421e+00 -1.372740048860575968e+01
-6.895871093919092587e+00 -1.372353856186976095e+01
-6.894880745163839642e+00 -1.371967672874489530e+01
-6.893890396408585808e+00 -1.371581498934299326e+01
-6.892900047653332862e+00 -1.371195334377589425e+01
-6.891909698898079029e+00 -1.370809179215542883e+01
-6.890919350142825195e+00 -1.370423033459343465e+01
-6.889929001387571361e+00 -1.370036897120174402e+01
-6.888938652632317527e+00 -1.369650770209219637e+01
-6.887948303877064582e+00 -1.369264652737662757e+01
-6.886957955121810748e+00 -1.368878544716686640e+01
-6.885967606366556915e+00 -1.368492446157475584e+01
-6.884977257611303081e+00 -1.368106357071212642e+01
-6.883986908856050135e+00 -1.367720277469081758e+01
-6.882996560100795413e+00 -1.367334207362265808e+01
-6.882006211345542468e+00 -1.366948146761948912e+01
-6.881015862590289522e+00 -1.366562095679314481e+01
-6.880025513835035689e+00 -1.366176054125545569e+01
-6.879035165079781855e+00 -1.365790022111826296e+01
-6.878044816324528021e+00 -1.365403999649339895e+01
-6.877054467569275076e+00 -1.365017986749270307e+01
-6.876064118814021242e+00 -1.364631983422800054e+01
-6.875073770058767408e+00 -1.364245989681113436e+01
-6.874083421303513575e+00 -1.363860005535394038e+01
-6.873093072548260629e+00 -1.363474030996825448e+01
-6.872102723793006795e+00 -1.363088066076590721e+01
-6.871112375037752962e+00 -1.362702110785873622e+01
-6.870122026282499128e+00 -1.362316165135857382e+01
-6.869131677527246183e+00 -1.361930229137726478e+01
-6.868141328771992349e+00 -1.361544302802663253e+01
-6.867150980016738515e+00 -1.361158386141851651e+01
-6.866160631261484681e+00 -1.360772479166475613e+01
-6.865170282506231736e+00 -1.360386581887718549e+01
-6.864179933750977902e+00 -1.360000694316763159e+01
-6.863189584995724069e+00 -1.359614816464793918e+01
-6.862199236240470235e+00 -1.359228948342994059e+01
-6.861208887485217289e+00 -1.358843089962547523e+01
-6.860218538729963456e+00 -1.358457241334636656e+01
-6.859228189974709622e+00 -1.358071402470445932e+01
-6.858237841219455788e+00 -1.357685573381158584e+01
-6.857247492464202843e+00 -1.357299754077958731e+01
-6.856257143708948121e+00 -1.356913944572028718e+01
-6.855266794953695175e+00 -1.356528144874553199e+01
-6.854276446198441342e+00 -1.356142354996714872e+01
-6.853286097443188396e+00 -1.355756574949698212e+01
-6.852295748687934562e+00 -1.355370804744685742e+01
-6.851305399932680729e+00 -1.354985044392861582e+01
-6.850315051177426007e+00 -1.354599293905408608e+01
-6.849324702422173949e+00 -1.354213553293511652e+01
-6.848334353666919228e+00 -1.353827822568352879e+01
-6.847344004911666282e+00 -1.353442101741116410e+01
-6.846353656156411560e+00 -1.353056390822985655e+01
-6.845363307401159503e+00 -1.352670689825144734e+01
-6.844372958645905669e+00 -1.352284998758775991e+01
-6.843382609890651835e+00 -1.351899317635063902e+01
-6.842392261135398002e+00 -1.351513646465191698e+01
-6.841401912380144168e+00 -1.351127985260342790e+01
-6.840411563624891222e+00 -1.350742334031700764e+01
-6.839421214869637389e+00 -1.350356692790449387e+01
-6.838430866114383555e+00 -1.349971061547771711e+01
-6.837440517359130610e+00 -1.349585440314852214e+01
-6.836450168603875888e+00 -1.349199829102872705e+01
-6.835459819848622942e+00 -1.348814227923018549e+01
-6.834469471093369108e+00 -1.348428636786472268e+01
-6.833479122338115275e+00 -1.348043055704417803e+01
-6.832488773582862329e+00 -1.347657484688038210e+01
-6.831498424827608495e+00 -1.347271923748517075e+01
